ID;reference;Identify;Guess;Seek;Assess;Rater1
MC6I4;La très grande majorité de l’or disponible dans le monde est aujourd'hui utilisée en bijouterie et pour sa fonction décorative : vêtements, monuments ou œuvres d’art… Mais l’or a d’autres usages plus inattendus : les dentistes l’utilisent pour fabriquer des couronnes dentaires par exemple. Presque tous les produits électroniques (téléphone, ordinateur...) contiennent de l’or en très petite quantité car il permet de bien connecter les composantes entre elles. Enfin, l'or est également utilisé dans la fabrication des équipements spatiaux.;L'or dans les couronnes dentaires;les couronnes dentaires en or sont plus solides et ne cassent  pas facilement;pourquoi fait-on des couronnes dentairese- en or ?;on utilise les courrones dentaires pour restaurer une dent qui a été detruite;0
MC6I5;Des scientifiques ont révélé l’existence de traces d’insectes, de plantes et d’animaux en Australie. Ces traces sont les restes d’animaux et de végétaux morts qui ont laissé leur empreinte dans la roche : c'est ce qu'on appelle des fossiles. Ils vivaient il y a plus de 11 millions d’années, bien avant l’apparition des premiers humains ! Ces empreintes passionnent les scientifiques car ils sont très bien conservés, les spécialistes peuvent observer des détails très intéressants.;l'Australie;c'est un pays du sud;Où se trouve l'Australie;l'Australie est un pays du sud,entouré par les océans Pacifique et Indien;1
MC6I6;La religion de la Grèce antique comprend plusieurs dieux. Les aventures de ces dieux forment ce qu'on appelle la mythologie grecque, l'une des mythologies les plus développées de l'histoire antique. D'après les Grecs, les 12 principaux dieux vivent sur l'Olympe et ont une apparence et un comportement comparables à celui des humains. Les dieux les plus connus sont : Athéna, déesse de la guerre, Zeus, roi des dieux et dieu de la foudre. Héra, déesse du mariage. Poséidon, dieu des océans.;l'Olympe;L'Olympe est le château des  dieux grecs;Qu'est ce que l'Olympe ???;L'Olympe donne son nom jeux olympique;0
MC6I7;La Rome antique désigne l'histoire de la cité de Rome pendant l'Antiquité. Selon la légende, Rome aurait été fondée par Romulus qui aurai donné son nom à la ville. Au départ, ce n'était qu'un groupe de quelques villages, puis l'Empire romain va couvrir une grande partie de l'Europe et entourer toute la mer Méditerranée. La religion romaine comptait de nombreux dieux, inspirés en partie des dieux grecs. ;Romulux;romulux est un roi de rome;Qui est Romulux ?;dans la legende, Romulux est le premier roi de rome;1
MC7I1;À des dizaines de kilomètres sous nos pieds, la terre contient une couche qu’on appelle le manteau. Il fait tellement chaud sur cette couche que les roches deviennent liquides : c’est ce qu'on appelle le magma. Le magma est responsable de l'explosion des volcans: c'est ce que les scientifiques appellent aussi une éruption d'un volcan. On dit qu’un volcan est endormi s’il n’y a eu aucune éruption dans les 10 000 dernières années. Au delà de 10 000 ans, on peut dire que le volcan est éteint.;Temp du magma;D'épasse les 500 deg;Quelle est la temp du magma?;La temp d'épasse les 100deg;1
MC7I2;La mémoire, c’est une fonction de notre cerveau qui nous permet de garder les informations pour ensuite les récupérer et les utiliser. Tables de multiplication, poésies, … notre cerveau est capable d’enregistrer et d'organiser énormément d’informations. Il récolte ces informations grâce à nos 5 sens. Les informations sont ensuite envoyées dans différentes zones du cerveau.  Il y a donc une zone pour les sons, une zone pour les images, pour les odeurs ... Et la mémoire, c’est comme un muscle : en s’entraînant, on peut retenir plus de choses et plus facilement !;Les autres fonction du cerveau;Le cerveau est aussi responsable de la fonction attention;Quelles sont les autres fonction de notre cerveau;Le cerveau contrôle toutes nos actions, volontaires et involontaires Notre cerveau;1
MC7I3;Toutankhamon était un pharaon, un roi de l'Egypte antique. Il est très connu aujourd’hui parce que des archéologues ont retrouvé son cercueil intacte avec tous ses trésors, en 1922. Pour les Egyptiens, il y avait une vie après la mort, une vie éternelle. C’est pour cela que le corps devait être conservé dans le meilleur état possible, c’est ce qu’on appelle la momification. C’est aussi pour cela que l’on retrouve aujourd’hui de la nourriture, des armes ou des trésors dans les tombeaux. Ces objets accompagnaient le pharaon dans sa vie après la mort.;Pourquoi on doit modifier les personne;Pour qu'il est toujours leur proche toujours avec eu;C'est quoi la momifiquation;Je ne trouve pas ma réponce;0
MC7I4;La très grande majorité de l’or disponible dans le monde est aujourd'hui utilisée en bijouterie et pour sa fonction décorative : vêtements, monuments ou œuvres d’art… Mais l’or a d’autres usages plus inattendus : les dentistes l’utilisent pour fabriquer des couronnes dentaires par exemple. Presque tous les produits électroniques (téléphone, ordinateur...) contiennent de l’or en très petite quantité car il permet de bien connecter les composantes entre elles. Enfin, l'or est également utilisé dans la fabrication des équipements spatiaux.;C'est quoi une couronne dentaire;Ça serre â ressérer les dent;C'est quoi une couronne dentaire;On utilise les couronne dentaire pour restaurer une dent qui à été détruite;1
MC7I5;Des scientifiques ont révélé l’existence de traces d’insectes, de plantes et d’animaux en Australie. Ces traces sont les restes d’animaux et de végétaux morts qui ont laissé leur empreinte dans la roche : c'est ce qu'on appelle des fossiles. Ils vivaient il y a plus de 11 millions d’années, bien avant l’apparition des premiers humains ! Ces empreintes passionnent les scientifiques car ils sont très bien conservés, les spécialistes peuvent observer des détails très intéressants.;En quelle anné le premier fossile à été découverre;Le premier fossile est apparue en1890;À quoi serre les fossile;Je n'ai pas pue trouver ma réponce;0
MC7I6;La religion de la Grèce antique comprend plusieurs dieux. Les aventures de ces dieux forment ce qu'on appelle la mythologie grecque, l'une des mythologies les plus développées de l'histoire antique. D'après les Grecs, les 12 principaux dieux vivent sur l'Olympe et ont une apparence et un comportement comparables à celui des humains. Les dieux les plus connus sont : Athéna, déesse de la guerre, Zeus, roi des dieux et dieu de la foudre. Héra, déesse du mariage. Poséidon, dieu des océans.; l'olympe ;C'est une montagne;Qu'est que l'olympe;L'olympe donne son nom aux jeux olympique;0
MC7I7;La Rome antique désigne l'histoire de la cité de Rome pendant l'Antiquité. Selon la légende, Rome aurait été fondée par Romulus qui aurai donné son nom à la ville. Au départ, ce n'était qu'un groupe de quelques villages, puis l'Empire romain va couvrir une grande partie de l'Europe et entourer toute la mer Méditerranée. La religion romaine comptait de nombreux dieux, inspirés en partie des dieux grecs. ;Romulus;Romulus est un dieu grec;Qui est romulus;Dans la légende, Romulus est le premier roi de Rome ;1
MC7I8;La forêt tropicale humide a un climat qui fournit beaucoup d'eau et une température élevée toute l'année. Cela favorise la densité et la croissance permanente des plantes de ces fôrets.  En Asie, on appelle ce genre de fôret 'la jungle'. Elle est parfois appelée forêt dense, bien que cette expression signifie seulement que les arbres sont très proches les uns des autres. Dans les fôrets tropicales, les arbres formant trois étages de hauteur différentes, sont très serrés et perdent leurs feuilles irrégulièrement.;Température des forêt tropicale;La température des forêt tropicale est de 45deg;Quelle est la température des forêts tropicales;La température dans les forêts tropicales est entre 30 et 40deg;1
MC19I1;À des dizaines de kilomètres sous nos pieds, la terre contient une couche qu’on appelle le manteau. Il fait tellement chaud sur cette couche que les roches deviennent liquides : c’est ce qu'on appelle le magma. Le magma est responsable de l'explosion des volcans: c'est ce que les scientifiques appellent aussi une éruption d'un volcan. On dit qu’un volcan est endormi s’il n’y a eu aucune éruption dans les 10 000 dernières années. Au delà de 10 000 ans, on peut dire que le volcan est éteint.;quelle est la plus grande éruption de volcan;Durant l'éruption, le volcan fait sortir du magma;Que se passe-t-il durant l'éruption d'un volcan ?;Un volcan en éruption émet des gazs dangereu;0
MC19I2;La mémoire, c’est une fonction de notre cerveau qui nous permet de garder les informations pour ensuite les récupérer et les utiliser. Tables de multiplication, poésies, … notre cerveau est capable d’enregistrer et d'organiser énormément d’informations. Il récolte ces informations grâce à nos 5 sens. Les informations sont ensuite envoyées dans différentes zones du cerveau.  Il y a donc une zone pour les sons, une zone pour les images, pour les odeurs ... Et la mémoire, c’est comme un muscle : en s’entraînant, on peut retenir plus de choses et plus facilement !;La capacité de stockage de notre cerve;Notre cerveau peut stocker plus d'informations qu'un ordinateu;Quelle est la capacité de stockage de notre cerveau ? Quels son;Notre cerveau peut stocker plus d'informations que 100 ordinateurs réunis;1
MC19I3;Toutankhamon était un pharaon, un roi de l'Egypte antique. Il est très connu aujourd’hui parce que des archéologues ont retrouvé son cercueil intacte avec tous ses trésors, en 1922. Pour les Egyptiens, il y avait une vie après la mort, une vie éternelle. C’est pour cela que le corps devait être conservé dans le meilleur état possible, c’est ce qu’on appelle la momification. C’est aussi pour cela que l’on retrouve aujourd’hui de la nourriture, des armes ou des trésors dans les tombeaux. Ces objets accompagnaient le pharaon dans sa vie après la mort.;L'Egypte antique;C'est un ancien pays de l'Afri;Qu'est ce que l'Egypte Antique;L'Egypte antique est une ancienne civilisation de l'Afrique du Nord;1
